Ticker,Date,Strategy,Close,Signal,Position,MarketReturn,StrategyReturn,Equity,BuyHoldEquity
TSLA,2019-11-21,ARIMA,354.8299865722656,HOLD,0.0,0.0,0.0,100000.0,100000.0
TSLA,2019-11-22,ARIMA,333.0400085449219,HOLD,0.0,-0.061409629546362865,-0.0,100000.0,93859.03704536372
TSLA,2019-11-25,ARIMA,336.3399963378906,HOLD,0.0,0.009908682765733312,0.0,100000.0,94789.05646814343
TSLA,2019-11-26,ARIMA,328.9200134277344,HOLD,0.0,-0.022060959121561252,-0.0,100000.0,92697.91896822836
TSLA,2019-11-27,ARIMA,331.2900085449219,HOLD,0.0,0.007205384350101873,0.0,100000.0,93365.84310284903
TSLA,2019-11-29,ARIMA,329.94000244140625,HOLD,0.0,-0.004074997943478764,-0.0,100000.0,92985.37748421376
TSLA,2019-12-02,ARIMA,334.8699951171875,HOLD,0.0,0.01494208837758837,0.0,100000.0,94374.77321240629
TSLA,2019-12-03,ARIMA,336.20001220703125,HOLD,0.0,0.003971741598939982,0.0,100000.0,94749.60542506452
TSLA,2019-12-04,ARIMA,333.0299987792969,HOLD,0.0,-0.009428950959651572,-0.0,100000.0,93856.21604206527
TSLA,2019-12-05,ARIMA,330.3699951171875,HOLD,0.0,-0.007987279439868655,-0.0,100000.0,93106.5602173686
TSLA,2019-12-06,ARIMA,335.8900146484375,HOLD,0.0,0.01670859827718907,0.0,100000.0,94662.24032901153
TSLA,2019-12-09,ARIMA,339.5299987792969,HOLD,0.0,0.010836833404140434,0.0,100000.0,95688.07925711972
TSLA,2019-12-10,ARIMA,348.8399963378906,HOLD,0.0,0.027420250322698347,0.0,100000.0,98311.87034324816
TSLA,2019-12-11,ARIMA,352.70001220703125,HOLD,0.0,0.011065290418710294,0.0,100000.0,99399.71974020278
TSLA,2019-12-12,ARIMA,359.67999267578125,HOLD,0.0,0.019790133901818052,0.0,100000.0,101366.85350366459
TSLA,2019-12-13,ARIMA,358.3900146484375,HOLD,0.0,-0.003586460335886832,-0.0,100000.0,101003.30530420005
TSLA,2019-12-16,ARIMA,381.5,HOLD,0.0,0.06448278246321193,0.0,100000.0,107516.27946819617
TSLA,2019-12-17,ARIMA,378.9899902,HOLD,0.0,-0.006579317955438979,-0.0,100000.0,106808.89568018907
TSLA,2019-12-18,ARIMA,393.1499938964844,HOLD,0.0,0.037362474109176036,0.0,100000.0,110799.54027966983
TSLA,2019-12-19,ARIMA,404.0400085449219,HOLD,0.0,0.02769938908177827,0.0,100000.0,113868.61985595858
TSLA,2019-12-20,ARIMA,405.5899963378906,HOLD,0.0,0.003836223542690087,0.0,100000.0,114305.44533622362
TSLA,2019-12-23,ARIMA,419.2200012207031,HOLD,0.0,0.03360537736600766,0.0,100000.0,118146.72296173699
