Date,ARIMA,RandomForest,LSTM,NaiveZero,ResidualHybrid,ConfidenceWeight,RegimeSwitching,ensemble,Signal,Confidence,Risk,Regime,Volatility,ATR,signal_num,conf_num,risk_num,Strategy
2022-10-17,0.004877780927258891,-0.0004925730490365232,8.651273674331605e-05,0.0,0.00391730637008479,8.651424903423534e-05,0.004877780927258891,0.004877780927258891,BUY,MEDIUM,MEDIUM,Bearish,0.018221560818316836,99.18711635044643,1,1,1,ARIMA
2022-10-18,-0.004647904096521585,-0.004015643610344531,-0.0006898075807839632,0.0,-0.004357957219086504,-0.004015642334200216,-0.004647904096521585,-0.004647904096521585,SELL,HIGH,MEDIUM,Bearish,0.01837664772217749,98.38070242745536,-1,2,1,ARIMA
2022-10-19,0.0012360035655511724,-0.0023569003753823228,-0.00040654095937497914,0.0,0.0006748692290606218,-0.0004065410552453381,0.0012360035655511724,0.0012360035655511724,BUY,HIGH,MEDIUM,Bearish,0.018057544551083302,95.05426897321429,1,2,1,ARIMA
2022-10-20,0.0015038108557798874,-0.00045238865105431367,-0.00036232671118341386,0.0,0.0011476503554565796,-0.00036231638416374894,0.0015038108557798874,0.0015038108557798874,BUY,HIGH,MEDIUM,Bearish,0.01804777994802378,94.50069754464286,1,2,1,ARIMA
2022-10-21,0.001079720428801226,-0.001629255869991404,-5.087931640446186e-06,0.0,0.0006646428926921383,-5.088236823402816e-06,0.001079720428801226,0.001079720428801226,BUY,HIGH,MEDIUM,Bearish,0.01843115001689651,94.33926827566964,1,2,1,ARIMA
2022-10-24,-0.002816125443291248,-0.0001515394587047951,-0.0012606673408299685,0.0,-0.0023823966992335124,-0.0012606675987446865,-0.002816125443291248,-0.002816125443291248,SELL,HIGH,MEDIUM,Bearish,0.01839015671466141,91.1678466796875,-1,2,1,ARIMA
2022-10-25,0.0006266813240809654,6.901656654177749e-05,-0.001281937351450324,0.0,0.0004534098535950766,6.901551887992885e-05,0.0006266813240809654,0.0006266813240809654,BUY,HIGH,MEDIUM,Bearish,0.01863106192285025,89.82927594866071,1,2,1,ARIMA
2022-10-26,-0.0009690615469379966,-0.0015607357308241177,-0.0013889021938666701,0.0,-0.0010692511904120874,-0.001388898811754066,-0.0009690615469379966,-0.0009690615469379966,SELL,HIGH,MEDIUM,Bearish,0.01833367207863679,90.06998116629464,-1,2,1,ARIMA
2022-10-27,0.0025245247847739717,-0.0025743047206539383,-0.000530762248672545,0.0,0.0016904531751576663,-0.000530762086892023,0.0025245247847739717,0.0025245247847739717,BUY,MEDIUM,MEDIUM,Bearish,0.01763805939147611,85.2392578125,1,1,1,ARIMA
2022-10-28,0.0006021859770328874,0.0013205282437336041,0.000168073529493995,0.0,0.0006746395829009226,0.0006021868817934053,0.0006021859770328874,0.0006021859770328874,BUY,HIGH,MEDIUM,Bearish,0.017795949108343916,87.67140415736607,1,2,1,ARIMA
2022-10-31,-0.002661543923521063,-0.0014392345373504512,-0.0005183322355151176,0.0,-0.0023880784370408667,-0.0014392348041019892,-0.002661543923521063,-0.002661543923521063,SELL,HIGH,MEDIUM,Bearish,0.017235450202935907,85.21927315848214,-1,2,1,ARIMA
2022-11-01,0.002950413246074675,0.005207205554361534,-0.0001330456871073693,0.0,0.003088425484679455,0.0029504131274611,0.002950413246074675,0.002950413246074675,BUY,MEDIUM,MEDIUM,Bearish,0.016010625671497913,87.61284528459821,1,1,1,ARIMA
2022-11-02,0.00014477571801270223,0.0008908139936707703,0.0003412587393540889,0.0,0.0002537565885828726,0.0003412619645428886,0.00014477571801270223,0.00014477571801270223,HOLD,HIGH,MEDIUM,Bearish,0.017044905224561435,83.46500069754464,0,2,1,ARIMA
2022-11-03,0.003415365279426585,-1.3123928100695244e-05,0.0017636420670896769,0.0,0.0028755137046651237,0.001763642024581044,0.003415365279426585,0.003415365279426585,BUY,HIGH,MEDIUM,Bearish,0.017055697635821234,78.40928431919643,1,2,1,ARIMA
