Strategy,Sharpe Ratio,Alpha %,Profit Loss,Total Return %,Final Value,Total Trades,Exposure %
E5_RegimeSwitch,-0.17534671138276572,-114.7940422175555,-8245.397143205295,-8.245397143205293,91754.6028567947,198.0,31.283643892339544
