Date,E2_LinearStacker_ARIMA,E2_LinearStacker_RandomForest,E2_LinearStacker_LSTM,E3_RollingRMSE_ARIMA,E3_RollingRMSE_RandomForest,E3_RollingRMSE_LSTM,E5_RegimeSwitch_Model,E6_ResidualHybrid_RandomForest,E6_ResidualHybrid_LSTM,E7_ConfidenceWeight_ARIMA,E7_ConfidenceWeight_RandomForest,E7_ConfidenceWeight_LSTM
2022-10-17,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32476556011856,0.3352510541997507,0.3399833856816893,RandomForest,-0.04938237807382873,0.4914077704026225,0.9993617602370575,0.0004193041325621025,0.00021893563038048454
2022-10-18,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32592643354943257,0.3382565549917558,0.33581701145881165,RandomForest,-0.04938237807382873,0.4914077704026225,0.0003187747582325078,0.001383952472707715,0.9982972727690598
2022-10-19,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3276228090696617,0.3371311678453358,0.33524602308500245,RandomForest,-0.04938237807382873,0.4914077704026225,0.00027353984152845266,0.9994290828787128,0.00029737727975875163
2022-10-20,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3266253468381633,0.33722554984598,0.33614910331585657,RandomForest,-0.04938237807382873,0.4914077704026225,0.0001184223745960898,0.0008402226654703219,0.9990413549599336
2022-10-21,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32760359071224654,0.33552215353813214,0.3368742557496214,RandomForest,-0.04938237807382873,0.4914077704026225,0.9993175942596713,0.00013792804981506304,0.0005444776905137006
2022-10-24,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.326902799695406,0.33999979973620836,0.33309740056838577,RandomForest,-0.04938237807382873,0.4914077704026225,0.00044271779921794977,0.00013882902768447435,0.9994184531730975
2022-10-25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3267630421099527,0.33990247969779913,0.333334478192248,RandomForest,-0.04938237807382873,0.4914077704026225,0.00023003465933988027,0.0007301516202736217,0.9990398137203864
2022-10-26,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32567643636864924,0.34134662998625964,0.3329769336450911,RandomForest,-0.04938237807382873,0.4914077704026225,0.9980082955671883,0.0005136613339348217,0.0014780430988768837
2022-10-27,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32588403327976007,0.3414746758804897,0.33264129083975025,RandomForest,-0.04938237807382873,0.4914077704026225,0.9839309866989026,0.0005287817863832717,0.01554023151471419
2022-10-28,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32644346697718135,0.3409084786859504,0.3326480543368683,RandomForest,-0.04938237807382873,0.4914077704026225,0.018057057600400165,0.9780377835527031,0.0039051588468966857
2022-10-31,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3265282513680596,0.3405847655113803,0.3328869831205602,RandomForest,-0.04938237807382873,0.4914077704026225,0.9978561294904392,0.0006721657118204493,0.001471704797740325
2022-11-01,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32648110961339644,0.3404969265713774,0.3330219638152261,RandomForest,-0.04938237807382873,0.4914077704026225,0.0010933309991932837,0.9965364545929873,0.0023702144078194343
2022-11-02,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32622773790357357,0.34084149948448045,0.3329307626119461,RandomForest,-0.04938237807382873,0.4914077704026225,0.002476896585204794,0.00032611599923332746,0.9971969874155618
2022-11-03,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32742549158493855,0.33950326363935646,0.333071244775705,RandomForest,-0.04938237807382873,0.4914077704026225,0.0003412243806769266,0.0006981168190570011,0.9989606588002661
2022-11-04,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32766742674934174,0.3391423123523602,0.33319026089829806,RandomForest,-0.04938237807382873,0.4914077704026225,0.9972614702133101,0.0002359628306393565,0.0025025669560505693
2022-11-07,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32718209213661814,0.3397443712777007,0.33307353658568123,RandomForest,-0.04938237807382873,0.4914077704026225,0.002195050564950635,0.0005616795163630159,0.9972432699186864
2022-11-08,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3275339073330229,0.3390159913707581,0.333450101296219,LSTM,-0.04938237807382873,0.4914077704026225,0.00033545566394211246,0.0006218968772700388,0.9990426474587879
2022-11-09,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32711427708924457,0.3399656308955897,0.33292009201516576,RandomForest,-0.04938237807382873,0.4914077704026225,0.0005387864340899325,0.993628775230031,0.005832438335878998
2022-11-10,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32686027694178404,0.34013145665733374,0.33300826640088216,LSTM,-0.04938237807382873,0.4914077704026225,0.0003677747152862966,0.00021991303375077338,0.9994123122509629
2022-11-11,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3301018065712568,0.3355069077203792,0.33439128570836396,LSTM,-0.04938237807382873,0.4914077704026225,0.0003405705448319408,0.0002842225458039967,0.9993752069093641
2022-11-14,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3304140141356839,0.3357908385006979,0.33379514736361815,LSTM,-0.04938237807382873,0.4914077704026225,0.0011302019232850415,0.9985071933263817,0.0003626047503331984
2022-11-15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33001349793151735,0.33513620301222935,0.3348502990562533,LSTM,-0.04938237807382873,0.4914077704026225,0.0005625664701246625,0.0008050420714541283,0.9986323914584212
2022-11-16,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3309111417255381,0.3360897368425299,0.33299912143193194,LSTM,-0.04938237807382873,0.4914077704026225,0.993486988195619,0.0007037474695134624,0.005809264334867455
2022-11-17,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3302451181378895,0.33686863175546405,0.3328862501066463,LSTM,-0.04938237807382873,0.4914077704026225,0.9971631811199879,0.00029029566483970893,0.0025465232151723233
2022-11-18,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3303819212191729,0.33873991987698016,0.3308781589038468,LSTM,-0.04938237807382873,0.4914077704026225,0.0009659157818756771,0.00023909143296355415,0.9987949927851608
2022-11-21,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3301294593753826,0.3398938034234682,0.3299767372011491,LSTM,-0.04938237807382873,0.4914077704026225,0.9960882238853888,0.0011664473245118125,0.002745328790099363
2022-11-22,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32978297248269045,0.34066795346928747,0.32954907404802203,LSTM,-0.04938237807382873,0.4914077704026225,0.9939253537869022,0.005527543598830122,0.0005471026142676627
2022-11-23,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3270087807010127,0.34564703285721576,0.3273441864417715,LSTM,-0.04938237807382873,0.4914077704026225,0.0013956621566556717,0.00029950541284714263,0.9983048324304972
2022-11-25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32733838021641615,0.34470060167931194,0.3279610181042719,LSTM,-0.04938237807382873,0.4914077704026225,0.0007486869627157526,0.011884539741855925,0.9873667732954283
2022-11-28,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33234894276812804,0.34338200334821745,0.32426905388365457,LSTM,-0.04938237807382873,0.4914077704026225,0.9990255154914328,0.0003625018206813479,0.0006119826878857937
2022-11-29,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3344571646469019,0.3413394471125623,0.3242033882405359,LSTM,-0.04938237807382873,0.4914077704026225,0.00045519476140988064,0.0030023641384749264,0.9965424411001151
2022-11-30,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3344876469347317,0.3370574460358114,0.32845490702945684,LSTM,-0.04938237807382873,0.4914077704026225,0.9970636411272039,0.0024652230722058783,0.00047113580059019567
2022-12-01,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3312453948314244,0.33895558981188045,0.32979901535669515,LSTM,-0.04938237807382873,0.4914077704026225,0.9973160464445304,0.0012492260556216678,0.0014347274998479042
2022-12-02,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33393797878255893,0.33821417182732444,0.3278478493901166,LSTM,-0.04938237807382873,0.4914077704026225,0.0004699287226379712,0.011294260896991096,0.9882358103803709
2022-12-05,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3339253301476182,0.3382542507635939,0.3278204190887878,LSTM,-0.04938237807382873,0.4914077704026225,0.9962290105080781,0.0008045804886172367,0.0029664090033046423
2022-12-06,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3393414378189243,0.32345228574020324,0.33720627644087253,LSTM,-0.04938237807382873,0.4914077704026225,0.0007513705488428257,0.9977509157468873,0.001497713704269776
2022-12-07,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3397062697524401,0.32332187163361686,0.336971858613943,LSTM,-0.04938237807382873,0.4914077704026225,0.0003615398133881599,0.9974150589164532,0.0022234012701585195
2022-12-08,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.339456632036454,0.3236214112533231,0.336921956710223,LSTM,-0.04938237807382873,0.4914077704026225,0.0011712690189819297,0.0006823903002493494,0.9981463406807687
2022-12-09,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3391984322376441,0.3232213337216188,0.337580234040737,LSTM,-0.04938237807382873,0.4914077704026225,0.0028449776540476336,0.0001375217265175961,0.9970175006194347
2022-12-12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34048418202670944,0.3207438201041145,0.3387719978691761,LSTM,-0.04938237807382873,0.4914077704026225,0.0003661850461681731,0.9938093883042246,0.005824426649607213
2022-12-13,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3418914114214849,0.32027451136133755,0.3378340772171775,LSTM,-0.04938237807382873,0.4914077704026225,0.9981621193931532,0.0007827874176030104,0.0010550931892437418
2022-12-14,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34190343573894294,0.3202419916520509,0.33785457260900614,LSTM,-0.04938237807382873,0.4914077704026225,0.0016570054324897574,0.9978346491553143,0.0005083454121960554
2022-12-15,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3411604420089232,0.3196927794554776,0.3391467785355994,LSTM,-0.04938237807382873,0.4914077704026225,0.9971419756944033,0.0014147813309697524,0.001443242974626938
2022-12-16,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3398014942325668,0.32105620986333944,0.33914229590409367,LSTM,-0.04938237807382873,0.4914077704026225,0.004902373253600837,0.9944730597108994,0.0006245670354996556
2022-12-19,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33927411805091745,0.321183485782341,0.3395423961667416,LSTM,-0.04938237807382873,0.4914077704026225,0.016185002987566977,0.00032034548185351237,0.9834946515305795
2022-12-20,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34201963660520546,0.31498895938173205,0.3429914040130626,LSTM,-0.04938237807382873,0.4914077704026225,0.9967720325923383,0.0002616612953249931,0.0029663061123367156
2022-12-21,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34218315299405316,0.31496809509119245,0.3428487519147545,LSTM,-0.04938237807382873,0.4914077704026225,0.9977555270501095,0.000266674320064284,0.001977798629826178
2022-12-22,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34143191955018853,0.3167112173459923,0.3418568631038193,LSTM,-0.04938237807382873,0.4914077704026225,0.0011666818026766208,0.4194147194781409,0.5794185987191824
2022-12-23,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34265518900348985,0.3161747860910169,0.34117002490549325,LSTM,-0.04938237807382873,0.4914077704026225,0.9983456079826655,0.0011331803012812425,0.0005212117160532786
2022-12-27,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33557855874345766,0.32212944118270725,0.3422920000738351,LSTM,-0.04938237807382873,0.4914077704026225,0.0016571518314788599,0.000743488808610874,0.9975993593599102
2022-12-28,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33613514716226645,0.32188251045099064,0.34198234238674297,LSTM,-0.04938237807382873,0.4914077704026225,0.001713555042452954,0.024772657780458132,0.9735137871770889
2022-12-29,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3379447699044085,0.32200676650858673,0.34004846358700475,LSTM,-0.04938237807382873,0.4914077704026225,0.9859873916276335,0.0005523701317927237,0.013460238240573697
2022-12-30,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3387539037293696,0.32162443742326224,0.3396216588473683,LSTM,-0.04938237807382873,0.4914077704026225,0.003699571350457525,0.000651735610634663,0.9956486930389078
2023-01-03,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33908662726086186,0.3211067817468905,0.33980659099224764,LSTM,-0.04938237807382873,0.4914077704026225,0.0025757192072117696,0.0006092358975419696,0.9968150448952463
2023-01-04,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3397239384259688,0.31993931172917783,0.3403367498448533,LSTM,-0.04938237807382873,0.4914077704026225,0.9551600700555679,0.0017855103813882293,0.04305441956304391
2023-01-05,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33806129486525777,0.3224119860859362,0.33952671904880616,LSTM,-0.04938237807382873,0.4914077704026225,0.996459581762503,0.0005528389251847672,0.0029875793123121325
2023-01-06,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33817345248295877,0.32201471017803096,0.3398118373390102,LSTM,-0.04938237807382873,0.4914077704026225,0.001119010364903582,0.0009212198891611091,0.9979597697459353
2023-01-09,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33870893931120455,0.32020583773836536,0.3410852229504301,LSTM,-0.04938237807382873,0.4914077704026225,0.997410664517602,0.0014258478281143736,0.0011634876542836502
2023-01-10,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34015505741868346,0.31820274686104927,0.34164219572026727,LSTM,-0.04938237807382873,0.4914077704026225,0.000530399885245063,0.9983124397983515,0.001157160316403348
2023-01-11,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3409602558731609,0.3183542993493282,0.3406854447775108,LSTM,-0.04938237807382873,0.4914077704026225,0.0025802197699559613,0.9948853863376758,0.002534393892368299
2023-01-12,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3412576948954846,0.3210377384058512,0.3377045666986643,LSTM,-0.04938237807382873,0.4914077704026225,0.0004802556385160621,0.9959698814828517,0.003549862878632255
2023-01-13,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3394583982277265,0.3215478272080607,0.3389937745642128,LSTM,-0.04938237807382873,0.4914077704026225,0.0008929850761070011,0.9985949023185677,0.0005121126053251409
2023-01-17,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34249826655087884,0.32443823280424844,0.33306350064487283,LSTM,-0.04938237807382873,0.4914077704026225,0.0014860939176139856,0.001045905961168697,0.9974680001212173
2023-01-18,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34171826175509107,0.3261179217512561,0.33216381649365284,LSTM,-0.04938237807382873,0.4914077704026225,0.00047949867123954644,0.9992719552887938,0.0002485460399667687
2023-01-19,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33503905755170965,0.3258708405468346,0.3390901019014558,LSTM,-0.04938237807382873,0.4914077704026225,0.005940246514782572,0.9938007755328722,0.00025897795234524116
2023-01-20,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33306468663728184,0.32556586701977114,0.34136944634294697,LSTM,-0.04938237807382873,0.4914077704026225,0.0007621835916739395,0.00035438689073682907,0.9988834295175892
2023-01-23,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33364071835046805,0.3247537229927281,0.34160555865680386,LSTM,-0.04938237807382873,0.4914077704026225,0.9985256480376308,0.0003334042913297632,0.0011409476710394194
2023-01-24,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3328583278205855,0.3277248986216853,0.3394167735577292,LSTM,-0.04938237807382873,0.4914077704026225,0.9974173416737304,0.00018053744938225966,0.0024021208768872813
2023-01-25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3327734132834032,0.32880109783652406,0.33842548888007273,LSTM,-0.04938237807382873,0.4914077704026225,0.006757289070890425,0.9923671457829183,0.0008755651461912329
2023-01-26,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.33130751042530004,0.3320883387933599,0.33660415078134,LSTM,-0.04938237807382873,0.4914077704026225,0.0007811529719386665,0.0010671752886002666,0.9981516717394611
2023-01-27,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.32961693944189147,0.3324210494770822,0.3379620110810264,LSTM,-0.04938237807382873,0.4914077704026225,0.9839029724571475,0.015222817703329616,0.0008742098395228463
2023-01-30,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3296733833931886,0.33251359836828615,0.3378130182385254,LSTM,-0.04938237807382873,0.4914077704026225,0.002309385422795975,0.9963624298374553,0.0013281847397488757
