Ticker,Model,MAE,MAPE,RMSE,R2,DirectionalAccuracy,IC,ExperimentId,ExperimentMethod,ARIMA_d_meta,ARIMA_d_test,target_mode,base_train_fraction,meta_train_fraction,test_fraction,look_back,train_fraction,meta_fraction_of_train,lstm_units,epochs,batch_size,random_state,rf_estimators,arima_refit_every,meta_min_rmse_improvement,meta_l2_strength,meta_max_weight,trading_selection_min_margin,trading_selection_min_trades,trading_selection_min_exposure,buy_threshold,sell_threshold,starting_cash,commission,slippage,stacking_mode,residual_weight_RandomForest,residual_weight_LSTM
TSLA,E5_RegimeSwitch,0.03450912748381645,261.5584439695794,0.0546381456632731,-0.10867358104741975,0.46114864864864863,-0.11501316289624898,E5,regime_switching,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.10316892973282217,0.5124113932389319
TSLA,E6_ResidualHybrid,0.03261677735746809,150.18295195273544,0.05274030157690448,-0.03299213075367091,0.46283783783783783,-0.11920726720505868,E6,residual_hybrid,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.10316892973282217,0.5124113932389319
TSLA,E7_ConfidenceWeight,0.03292190629810155,159.86229258765084,0.05310195083488153,-0.04720750989211564,0.4560810810810811,-0.1141087993944073,E7,confidence_weight,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.10316892973282217,0.5124113932389319
SPY,ARIMA,0.006955627208453614,169.88883382597396,0.00992994622727405,-0.008722348641754918,0.5142857142857142,-0.003036464487972725,BASE,base_model,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,RandomForest,0.007596531100335003,527.4984947911419,0.010304384423602386,-0.08623040325863629,0.48819875776397514,0.007435864464187086,BASE,base_model,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,LSTM,0.006894078150518058,130.75015885729997,0.009820272079117799,0.013436848425732117,0.5130434782608696,0.06286682273787421,BASE,base_model,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,NaiveZero,0.0068985349337796825,100.0,0.00991957310580182,-0.00661596580362378,0.55527950310559,0.0,BASE,base_model,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,NaiveLag1,0.01004909749592503,1077.9607074822554,0.014303552462480416,-1.0929828798628982,0.493167701863354,-0.01691667274342956,BASE,base_model,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,E1_EqualAverage,0.00699588244678376,234.18485188169788,0.009802195186115453,0.017065583396959516,0.484472049689441,0.006245478370826385,E1,equal_average,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,E2_LinearStacker,0.00695161671031449,204.3396356939257,0.009838085074648752,0.009854547795115964,0.4919254658385093,-0.010306128528481,E2,linear_stacker,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,E3_RollingRMSE,0.006951655675124374,206.31959948292118,0.009768093031111584,0.023893007723520432,0.48695652173913045,0.009431143682049043,E3,rolling_rmse,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,E4_SignalVoting,0.006960569123064254,266.6467927597992,0.009762410984593543,0.025028269682441873,0.5180124223602485,0.05429897811468219,E4,signal_voting,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,E5_RegimeSwitch,0.006811793533165385,145.5574247479419,0.009495227968806901,0.07766510099248147,0.5204968944099378,0.08533314041048859,E5,regime_switching,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,E6_ResidualHybrid,0.006946045580609478,190.44097212240015,0.00986275031907062,0.00488350026816553,0.5018633540372671,-0.007528821683852978,E6,residual_hybrid,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
SPY,E7_ConfidenceWeight,0.006900658557372477,143.86224299978772,0.009797296122009906,0.018047864459902252,0.5180124223602485,0.03550926685255043,E7,confidence_weight,0,0,log_return,0.6,0.2,0.2,30,0.8,0.2,64,20,32,42,100,20,0.01,0.0,0.7,0.02,4,5.0,0.0003,-0.0003,100000.0,0.001,0.0005,paper_like_in_sample,0.13235481183443817,0.05211195809315107
