Date,Close,High,Low,Open,Volume
1/4/2010,132.64991760253906,133.54661369142175,129.9138350257644,130.32770195568546,9135000
1/5/2010,134.99517822265625,135.08714349054944,132.25910625265445,132.58865625891465,11659400
1/6/2010,133.5542755126953,134.41266056402952,133.17107145059643,134.41266056402952,7381100
1/7/2010,136.16773986816406,136.9954621054793,133.31670050445402,133.60027948314342,8727400
1/8/2010,133.59255981445312,135.98374873162103,133.31665250136018,135.14070705427784,7268100
1/11/2010,131.48495483398438,134.1673828385766,130.68789565818136,134.1673828385766,7704900
1/12/2010,128.61859130859375,130.65722762369825,128.01312246259795,130.29701494176595,10360100
1/13/2010,129.57662963867188,130.03646750527017,127.31571627367144,128.76422718820731,11269500
1/14/2010,129.1626739501953,130.84110849204754,128.1510219831932,128.75647885128018,10521400
1/15/2010,126.61827850341797,128.60327253711375,126.13543769191298,128.44999326671083,10896300
1/19/2010,127.88284301757812,128.29669820389282,125.61427012691632,126.4649834991072,7705300
1/20/2010,128.59559631347656,128.8944949729944,125.93617124746096,127.07045184070068,8893900
1/21/2010,123.29212188720703,131.05584311949718,120.1498543027751,129.74527954273773,51738300
1/22/2010,118.11882781982422,122.43370971994398,116.68564823074473,121.62131890058426,30175600
1/25/2010,118.77788543701172,121.32236511488813,118.41001294309244,119.65926148206417,17877000
1/26/2010,115.63565826416016,119.94286805860636,115.49769872457121,118.72428198212533,15985900
1/27/2010,116.1108398,117.20679793322441,113.6353446845666,115.53603370590966,19899000
1/28/2010,117.48268127441406,118.94652341216995,114.92288127175067,118.20310669066914,16160700
1/29/2010,113.98023223876953,118.70130971480413,113.28279794685186,118.36408822445001,18502800
2/1/2010,117.3600845336914,118.98486608028995,114.35576596900903,114.82327541140242,12980800
2/2/2010,120.28008270263672,120.70926934474906,117.7585936385383,117.7585936385383,17246600
2/3/2010,120.50235748291016,122.5793288413614,120.41039224154115,121.03118100970399,16785200
2/4/2010,115.48238372802734,119.6056636492871,115.30611311378182,119.00020630759438,18895000
2/5/2010,118.14945220947266,118.37937693303485,114.0951476108826,115.58965246680819,18759200
2/8/2010,115.80429077148438,118.48671963533579,115.5896973979332,118.23380351055152,10257300
2/9/2010,116.86954498291016,117.66660405404431,114.69293765722531,117.03048409315485,14017300
2/10/2010,117.7432861328125,119.0615090674047,116.31009496069812,117.08417466551641,10555300
2/11/2010,118.0651855,119.03852723530747,116.68564844800636,118.33342140019379,11163400
2/12/2010,117.97325134277344,118.41010978834562,115.83497683584959,116.77765598884051,10293200
2/16/2010,120.63257598876953,120.89316351331863,118.48664362980726,119.02312671954783,11497100
2/17/2010,120.52532958984375,121.23809518027105,119.4140402206739,121.09247577499777,10070000
2/18/2010,119.35274505615234,120.01185657231143,118.70130510640621,119.26077981488488,10991100
2/19/2010,119.69764709472656,120.32610753724423,118.40242684331153,118.41774658986341,8693000
2/22/2010,120.10381317138672,121.06948312456532,119.58264960537517,120.47934563928223,7375500
2/23/2010,120.09617614746094,122.78627671734827,119.49071874673072,120.1804815267487,15696000
2/24/2010,121.34540557861328,122.05049968365455,120.22644451758357,120.58665728894147,8361500
2/25/2010,119.89688873291016,119.89688873291016,118.27210725302655,119.7359379,10519900
2/26/2010,120.0965805053711,120.58818098648278,119.25931372978965,120.02744021406914,7812700
3/1/2010,120.2425308227539,121.58675235057265,119.95832773606178,120.21948796278869,6522800
3/2/2010,121.94014739990234,122.70827431265764,120.52679669339737,120.7341825,11986400
3/3/2010,121.14891052246094,122.47776606378564,120.77252432421474,122.16283139100902,10006000
3/4/2010,125.67323303222656,125.85758769367087,121.44853540311652,121.55607269212099,15439500
3/5/2010,128.41542053222656,129.2373217556498,126.74090989409936,126.8254043028561,12226700
3/8/2010,130.45863342285156,131.1115457936521,128.63049988183948,128.95311168319458,9344500
3/9/2010,129.69821166992188,132.27142935405556,129.04529921774875,129.9824148282943,12958700
3/10/2010,132.0717315673828,132.37897761702203,129.71357652796846,130.7812723733901,13107200
3/11/2010,133.27769470214844,133.3237921616988,131.4265177738892,131.65694646820907,8910600
3/12/2010,134.3914794921875,135.45148658031982,133.65407255546944,134.42987645832733,10216900
3/15/2010,133.2930450439453,134.5758154163444,130.8734503,133.6156568992177,13958600
3/16/2010,135.33628845214844,135.51295436788527,133.31611083412926,133.90757186417162,11687700
3/17/2010,135.68191528320312,136.63439671920597,134.86002571528547,135.8509041141179,10138600
3/18/2010,136.30410766601562,136.53454806596028,134.92916575679905,135.34394910015092,6883500
3/19/2010,136.6497344970703,136.8878636181466,135.15188978436927,136.6497344970703,10896600
3/22/2010,135.31321716308594,135.92003216570654,134.5988532,135.35162584644576,7320400
3/23/2010,134.29153442382812,135.8124213518097,133.1086132526483,135.3822724607182,10804800
3/24/2010,133.96896362304688,135.15956220166308,133.3775028570305,133.3775028570305,8396100
3/25/2010,134.3453369140625,137.28726318239077,134.25316547318675,134.6065088643466,9534300
3/26/2010,132.78607177734375,134.79088312792032,132.04867663729513,134.71407748286933,11811500
3/29/2010,133.69241333007812,133.9842934,131.84122573988938,133.55414447188045,11785600
3/30/2010,131.64151000976562,134.25313515742062,131.11917794782718,133.85370613601816,8184600
3/31/2010,131.0654754638672,131.85664510503588,130.46633751658769,130.5815518446474,8243200
4/1/2010,130.75051879882812,132.1177832929259,130.19746667529617,131.9027088,6480600
4/5/2010,133.00881958007812,133.17011962033652,130.4048706,131.10385696249352,6135000
4/6/2010,132.80909729003906,133.5695469169952,132.23300228434945,132.5863457116062,7743600
4/7/2010,135.46682739257812,136.6497373719175,132.73997522093342,132.80142676437336,13887200
4/8/2010,137.87869262695312,138.87725931880502,134.6371981913281,135.2670674827365,10668800
4/9/2010,137.58685302734375,139.03093499782943,136.34249150339625,138.4778828270342,8462000
4/12/2010,136.60365295410156,138.55470138480283,136.60365295410156,137.7712088492867,6040800
4/13/2010,137.68667602539062,138.26277090415795,136.0428857734684,136.38854035659276,6466400
4/14/2010,142.0419464111328,142.8254386977575,140.6209194641843,141.2661428904965,12556400
4/15/2010,141.5427246,142.56433463020394,141.07416680614796,142.51823717816671,7838700
4/16/2010,123.43795013427734,143.18649143462605,119.48210258070945,141.04341152060965,102043700
4/19/2010,125.45049285888672,125.76541598499739,119.05967132689422,119.52055216224068,54299200
4/20/2010,122.8848648071289,128.0543642,121.36397773502452,127.84696677541933,42196600
4/21/2010,122.07832336425781,125.31214067166584,120.59584503529116,124.18299392380851,30371000
4/22/2010,122.1705093383789,124.43647993126302,120.0504729197969,121.31019977866896,24823000
4/23/2010,120.90313720703125,123.45332346251708,120.59589121704455,123.04621725147726,14916000
4/26/2010,116.7783203,120.58823452308283,116.38657985104436,120.38083699846034,30940700
4/27/2010,117.55410766601562,119.97371385807563,115.33422192170387,115.41103928171222,34516800
4/28/2010,120.60354614257812,121.09514666879383,118.82149863030155,120.33470888082265,21226100
4/29/2010,123.0845718383789,123.7067523131162,121.62512472561774,122.55456277599437,18464300
4/30/2010,111.5320053100586,117.13933310788437,110.0725691268243,116.67845235492385,73187900
5/3/2010,114.83493041992188,115.7182713502638,112.56127045316977,113.55983740965334,28282700
5/4/2010,114.79654693603516,117.02412166943294,113.55218528127536,114.47393508927094,30313400
5/5/2010,113.82864379882812,116.15606566317312,113.0681945054636,113.75951524143437,18355200
5/6/2010,109.3198013305664,114.16667909899132,106.81570070118718,113.28332633119372,22984700
5/7/2010,109.83442687988281,112.56895570372161,108.68991402511985,111.67024898716886,21268500
5/10/2010,110.47964477539062,115.14216691013846,108.45946816750902,114.5199862704727,23098200
5/11/2010,109.05094909667969,111.76243542394971,108.72833728750493,109.38123795344788,15497900
5/12/2010,113.06818389892578,113.41383837414764,109.2890040804351,110.79453671739968,15457000
5/13/2010,111.10950469970703,114.02838803709822,110.93283886874818,113.95925945811625,11517900
5/14/2010,110.01876068115234,110.72543568915022,108.9971509798252,110.15702955265238,10977400
5/17/2010,109.5655288696289,110.8406212696765,106.40852948337998,110.2030750696527,16330100
5/18/2010,105.50984954833984,110.41817709071015,104.92607766629618,110.37209137905926,18025300
