Date,ARIMA,RandomForest,LSTM,NaiveZero,ResidualHybrid,ConfidenceWeight,RegimeSwitching,ensemble,Signal,Confidence,Risk,Regime,Volatility,ATR,signal_num,conf_num,risk_num,Strategy
2019-11-21,0.0003597683329144719,-0.006379520726348842,-0.0032906776759773493,0.0,-0.0022060470318495994,-0.0032906776262301464,-0.006379520726348842,0.0003597683329144719,HOLD,LOW,HIGH,Volatile,0.025272701612446206,9.754283357617194,0,0,2,ARIMA
2019-11-22,0.001535618110943701,-0.010807104342069157,-0.0026230677030980587,0.0,-0.0018687253465390302,-0.0026230678212838163,-0.010807104342069157,0.001535618110943701,HOLD,LOW,MEDIUM,Volatile,0.022174212803747057,10.62214006696429,0,0,1,ARIMA
2019-11-25,0.0007045908047423289,0.0013356756359879482,-0.0014571319334208965,0.0,-0.0003379922087059389,0.0007045896873407911,0.0013356756359879482,0.0007045908047423289,HOLD,LOW,MEDIUM,Volatile,0.02226047122186008,10.917853216713175,0,0,1,ARIMA
2019-11-26,0.0028881976076958644,-0.00630314834079471,-0.0004108601715415716,0.0,0.00024946149035118834,-0.00041086030481900915,-0.00630314834079471,0.0028881976076958644,HOLD,LOW,MEDIUM,Volatile,0.021269087042114415,10.70499528911831,0,0,1,ARIMA
2019-11-27,0.0013207157934935964,-0.0009034224355450751,0.00028702692361548543,0.0,0.0005615798788360021,0.0002870267966844834,-0.0009034224355450751,0.0013207157934935964,HOLD,LOW,MEDIUM,Volatile,0.021253512741042452,10.022136140820319,0,0,1,ARIMA
2019-11-29,0.0018870848046272292,-0.012035033421686523,0.0004926866386085749,0.0,-0.00026375073937480887,0.0004926860022906566,-0.012035033421686523,0.0018870848046272292,HOLD,LOW,MEDIUM,Volatile,0.021296813480458792,9.938565932952015,0,0,1,ARIMA
2019-12-02,0.001174561294137914,0.0076208496617749776,0.00031169457361102104,0.0,0.0013974752273314785,0.0011745622953056997,0.0076208496617749776,0.001174561294137914,HOLD,LOW,MEDIUM,Volatile,0.02139642820709404,9.627138407840407,0,0,1,ARIMA
2019-12-03,0.0013728587606216692,0.005383945712466832,4.6890461817383766e-05,0.0,0.0011072370451278629,0.001372859264467055,0.005383945712466832,0.0013728587606216692,HOLD,LOW,MEDIUM,Volatile,0.021271689133919754,9.583568025585944,0,0,1,ARIMA
2019-12-04,0.0008373343349116401,0.0034970796949560083,-0.00026905606500804424,0.0,0.0005448103707802332,0.0008373348614276658,0.0034970796949560083,0.0008373343349116401,HOLD,LOW,MEDIUM,Volatile,0.02143823243093393,9.14499555069755,0,0,1,ARIMA
2019-12-05,0.0008903002391961621,0.007394161572681967,-0.00044303538743406534,0.0,0.0008780802860058796,0.0008903008343640804,0.007394161572681967,0.0008903002391961621,HOLD,LOW,MEDIUM,Volatile,0.020599796505629698,8.876425604408487,0,0,1,ARIMA
2019-12-06,0.0013053993427534429,-0.004102751222978481,-0.0005247424123808742,0.0,-0.00019033924952019648,-0.0005247426788612884,-0.004102751222978481,0.0013053993427534429,HOLD,LOW,MEDIUM,Volatile,0.020014838468663,9.165710446763399,0,0,1,ARIMA
2019-12-09,0.0015473755198938234,0.005399493047112081,-0.0010117345955222845,0.0,0.000633477182689765,0.0015473756508867522,0.005399493047112081,0.0015473755198938234,HOLD,LOW,MEDIUM,Volatile,0.02013426959749266,9.331427435463175,0,0,1,ARIMA
2019-12-10,0.0008846226134567115,-0.0004707345795881113,-0.0015205193776637316,0.0,-0.0004876302961628902,-0.00047073436554887925,-0.0004707345795881113,0.0008846226134567115,HOLD,LOW,MEDIUM,Volatile,0.020374891937947948,9.276428222656259,0,0,1,ARIMA
2019-12-11,0.0009295962548847439,0.002185538157039641,-0.002056381432339549,0.0,-0.00047087855015429396,0.0009295957946098696,0.002185538157039641,0.0009295962548847439,HOLD,LOW,MEDIUM,Volatile,0.02028408023801504,9.04214259556362,0,0,1,ARIMA
2019-12-12,0.0003878485868922116,-0.002208769554321637,-0.0026221571024507284,0.0,-0.001422402936594979,-0.002208767531749263,-0.002208769554321637,0.0003878485868922116,HOLD,LOW,MEDIUM,Volatile,0.020532572731655718,9.143569943833711,0,0,1,ARIMA
2019-12-13,0.0007210974383261111,0.002161900787950448,-0.0031296650413423777,0.0,-0.0011034309893768151,0.0007210970047849086,0.002161900787950448,0.0007210974383261111,HOLD,LOW,MEDIUM,Volatile,0.020490757007319577,8.12499781771764,0,0,1,ARIMA
2019-12-16,0.0004491645103754901,-0.00876660045264135,-0.0034983272198587656,0.0,-0.0025243558348166965,-0.003498327283312423,-0.00876660045264135,0.0004491645103754901,HOLD,LOW,MEDIUM,Volatile,0.024634648406115955,9.102852955133935,0,0,1,ARIMA
2019-12-17,0.001419158654862712,0.0038372615684349578,-0.003840850433334708,0.0,-0.0010266568408929043,0.001419158431698607,0.0038372615684349578,0.001419158654862712,HOLD,LOW,MEDIUM,Volatile,0.02464334321313837,9.128568374358265,0,0,1,ARIMA
2019-12-18,-0.0005680813239683571,-0.003955626995873569,-0.003915744833648205,0.0,-0.0026329517084500557,-0.003915721255504369,-0.003955626995873569,-0.0005680813239683571,HOLD,LOW,HIGH,Volatile,0.025214259370882043,9.904998779296879,0,0,2,ARIMA
2019-12-19,0.0010108483254169269,-0.011218772344726872,-0.0037957902532070875,0.0,-0.00271384492102894,-0.003795790326485699,-0.011218772344726872,0.0010108483254169269,HOLD,LOW,MEDIUM,Volatile,0.02498731848902416,10.612856183733262,0,0,1,ARIMA
2019-12-20,0.0004934918975289741,-0.009785625044548912,-0.003603694261983037,0.0,-0.002666438464338541,-0.0036036943442244603,-0.009785625044548912,0.0004934918975289741,HOLD,LOW,MEDIUM,Volatile,0.02499606185934456,10.978570120675224,0,0,1,ARIMA
2019-12-23,0.0002781183499895026,-0.01031361325297508,-0.0029785919468849897,0.0,-0.0024833947241026974,-0.0029785921174597723,-0.0029785919468849897,0.0002781183499895026,HOLD,MEDIUM,LOW,Bullish,0.019457108770568173,11.742856709347096,0,1,0,ARIMA
2019-12-24,0.0010308388021671173,-0.00854889057773637,-0.002408522181212902,0.0,-0.0017198593784329777,-0.002408522308991967,-0.002408522181212902,0.0010308388021671173,BUY,MEDIUM,LOW,Bullish,0.019462531355148426,12.297858104436378,1,1,0,ARIMA
2019-12-26,0.00045994102298878704,-0.013703362841527934,-0.0019817149732261896,0.0,-0.0022524042290248568,-0.0019817152971514204,-0.0019817149732261896,0.00045994102298878704,HOLD,LOW,LOW,Bullish,0.017737359435623115,12.373572215764503,0,0,0,ARIMA
2019-12-27,0.0006607426649674522,-0.01718163080910192,-0.0016274689696729183,0.0,-0.002352541621977189,-0.0016274693420305897,-0.0016274689696729183,0.0006607426649674522,HOLD,LOW,LOW,Bullish,0.017996054229220012,12.424288070954235,0,0,0,ARIMA
2019-12-30,0.0007196951821244666,-0.015856611866479287,-0.001201235456392169,0.0,-0.0019747714198002806,-0.0012012359082067096,-0.015856611866479287,0.0007196951821244666,HOLD,LOW,MEDIUM,Volatile,0.020930677167576257,13.263571602957585,0,0,1,ARIMA
2019-12-31,0.0008796276015211521,-0.003704429232798533,-0.0001469026319682598,0.0,-0.00011931042305423495,-0.00014690332329337613,-0.003704429232798533,0.0008796276015211521,HOLD,LOW,MEDIUM,Volatile,0.020923077392380276,13.820000784737715,0,0,1,ARIMA
2020-01-02,0.002143504405580644,-0.008121165467254509,0.00042004819260910153,0.0,0.000201390801464455,0.00042004773010417265,-0.008121165467254509,0.002143504405580644,HOLD,LOW,MEDIUM,Volatile,0.02118341614189424,14.107145036969863,0,0,1,ARIMA
2020-01-03,0.0015398083011587637,0.0013753468941512515,0.0002993425587192178,0.0,0.0008872122144668308,0.0013753418143645378,0.0013753468941512515,0.0015398083011587637,HOLD,LOW,MEDIUM,Volatile,0.02085056568739398,15.085717337472094,0,0,1,ARIMA
2020-01-06,0.0007116278575618376,0.0010105272900388152,0.0002947120228782296,0.0,0.0005288325683946355,0.0007116269212992473,0.0010105272900388152,0.0007116278575618376,HOLD,LOW,MEDIUM,Volatile,0.020196181324262808,15.156433105468746,0,0,1,ARIMA
2020-01-07,0.00036209049749452433,-0.007922437566636287,-0.00010762317106127739,0.0,-0.0007333020315514296,-0.00010762516306255601,-0.007922437566636287,0.00036209049749452433,HOLD,LOW,MEDIUM,Volatile,0.020811897854391918,14.790006365094863,0,0,1,ARIMA
2020-01-08,0.000681086614704917,-0.006303017768788433,-0.0004690673667937517,0.0,-0.0006288079637814419,-0.00046906806338170207,-0.006303017768788433,0.000681086614704917,HOLD,LOW,MEDIUM,Volatile,0.02189332710441548,16.265718730106023,0,0,1,ARIMA
2020-01-09,0.0004014661690836987,0.00061427184658596,-0.0006506845820695162,0.0,-0.00011571292922313238,0.0004014624623278182,0.00061427184658596,0.0004014661690836987,HOLD,LOW,MEDIUM,Volatile,0.02359106188268189,16.95857456261161,0,0,1,ARIMA
2020-01-10,-0.0004230009857377657,-0.017081702798520303,-0.00022321240976452827,0.0,-0.0020392874799330975,-0.00042300588139967255,-0.017081702798520303,-0.0004230009857377657,HOLD,LOW,MEDIUM,Volatile,0.02411610527616291,16.782858707421877,0,0,1,ARIMA
2020-01-13,0.0012020610593776679,-0.000664881530382377,-0.0002405731938779354,0.0,0.0002702283628745907,-0.00024057154037196047,-0.000664881530382377,0.0012020610593776679,HOLD,LOW,HIGH,Volatile,0.029773471359226273,19.25928823797434,0,0,2,ARIMA
2020-01-14,0.0020983395864962702,-0.004208901311860908,-0.0005609412910416722,0.0,8.498247397280929e-05,-0.0005609413928249884,-0.004208901311860908,0.0020983395864962702,HOLD,LOW,HIGH,Volatile,0.029316420729452945,19.69714354732144,0,0,2,ARIMA
2020-01-15,-0.0007088081176663951,-0.006045928979306238,-0.000793938641436398,0.0,-0.001303055015108643,-0.0007939499281637136,-0.006045928979306238,-0.0007088081176663951,HOLD,LOW,HIGH,Volatile,0.030187922325712102,20.293572554715414,0,0,2,ARIMA
2020-01-16,-0.0004440724825743082,0.009436901529777114,-0.00043870240915566683,0.0,0.0005780887178000601,-0.0004385668246736822,0.009436901529777114,-0.0004440724825743082,HOLD,LOW,HIGH,Volatile,0.030314574778703328,21.58642795371095,0,0,2,ARIMA
2020-01-17,0.001646337091914614,-3.5072577704730095e-05,-0.0004855116130784154,0.0,0.00038048429075747707,-3.5070961492541714e-05,-3.5072577704730095e-05,0.001646337091914614,HOLD,LOW,HIGH,Volatile,0.030218616858771228,21.82285417092635,0,0,2,ARIMA
2020-01-21,0.0017317546976331288,0.003736157409059945,-0.0007601301185786724,0.0,0.0006616766096585718,0.0017317546002095076,0.003736157409059945,0.0017317546976331288,HOLD,LOW,HIGH,Volatile,0.03263430269485362,23.034284314285724,0,0,2,ARIMA
2020-01-22,0.0022345348949677412,0.007600626124962275,-0.0012797836679965258,0.0,0.0009873719128809999,0.002234534993070132,0.007600626124962275,0.0022345348949677412,HOLD,LOW,HIGH,Volatile,0.032975349660345044,25.040710444308047,0,0,2,ARIMA
2020-01-23,-4.62719628704165e-05,0.009428207835121372,-0.001073173712939024,0.0,0.0004050038211914897,-4.627109648464674e-05,0.009428207835121372,-4.62719628704165e-05,HOLD,LOW,HIGH,Volatile,0.03285837478389604,26.04285321425782,0,0,2,ARIMA
2020-01-24,-0.00048160605800384704,-0.0023581859782835627,-0.001023793825879693,0.0,-0.0009530339894715792,-0.0010237949151988633,-0.0023581859782835627,-0.00048160605800384704,HOLD,LOW,HIGH,Volatile,0.03347372058225441,25.747137882226564,0,0,2,ARIMA
2020-01-27,0.0007419466722314784,0.001865796866555247,-0.0010594013147056103,0.0,-6.513813773469297e-05,0.0007419463385378211,0.001865796866555247,0.0007419466722314784,HOLD,LOW,HIGH,Volatile,0.03398770657126004,26.745707915485493,0,0,2,ARIMA
2020-01-28,0.0018230105065256523,0.00136384628460563,-0.001119991997256875,0.0,0.00026761101190968966,0.0013638445184579334,0.00136384628460563,0.0018230105065256523,HOLD,LOW,HIGH,Volatile,0.03382577898869187,26.652849466964287,0,0,2,ARIMA
2020-01-29,0.002116123392469034,0.000712075795340431,-0.001261809840798378,0.0,0.00024037783025269055,0.0007120755902290464,0.000712075795340431,0.002116123392469034,HOLD,LOW,HIGH,Volatile,0.031685778089005606,26.127134050195313,0,0,2,ARIMA
2020-01-30,0.0012905566643938084,-0.0037619709049464788,-0.0014986887108534575,0.0,-0.0006599483061963058,-0.0014986886276703608,-0.0037619709049464788,0.0012905566643938084,HOLD,LOW,HIGH,Volatile,0.03641476578650345,29.267135622126116,0,0,2,ARIMA
2020-01-31,0.0011854132167942275,-0.00302799115796385,-0.0018144410569220781,0.0,-0.0007864387109898909,-0.0018144405673765785,-0.00302799115796385,0.0011854132167942275,HOLD,LOW,HIGH,Volatile,0.0364031213022002,29.927134926813615,0,0,2,ARIMA
2020-02-03,-0.0011216764796032825,-0.0036508288361440876,-0.0023862600792199373,0.0,-0.0020305934655055163,-0.002386260079210685,-0.0036508288361440876,-0.0011216764796032825,HOLD,LOW,HIGH,Volatile,0.05119342370537795,36.21927752237723,0,0,2,ARIMA
2020-02-04,0.00130108121726136,-0.008391205010073434,-0.0018373483326286077,0.0,-0.0013070286377182968,-0.0018373484985210263,-0.008391205010073434,0.00130108121726136,HOLD,LOW,HIGH,Volatile,0.05580817047420591,48.107849122879465,0,0,2,ARIMA
2020-02-05,-0.0017148327139744804,0.014237171522371441,0.0010765858460217714,0.0,0.0013612731636234675,0.0010765861280331687,0.014237171522371441,-0.0017148327139744804,HOLD,LOW,HIGH,Volatile,0.07468212693068597,59.666421074609374,0,0,2,ARIMA
2020-02-06,-0.004601015393845287,0.007060787431683253,0.007884024642407894,0.0,0.0029995970820400324,0.007060786305645675,0.007060787431683253,-0.004601015393845287,HOLD,LOW,HIGH,Volatile,0.07443989205569707,65.55928039729352,0,0,2,ARIMA
2020-02-07,0.004681647545414321,0.03551513725789108,0.012147722765803337,0.0,0.011688407684684736,0.012147722856915675,0.03551513725789108,0.004681647545414321,HOLD,LOW,HIGH,Volatile,0.07394514180669588,67.50499616529018,0,0,2,ARIMA
2020-02-10,0.003832569053553875,0.004983779433006791,0.013458075933158398,0.0,0.008883557587108428,0.004983780182175282,0.004983779433006791,0.003832569053553875,HOLD,LOW,HIGH,Volatile,0.07365265357187542,69.92213657857143,0,0,2,ARIMA
2020-02-11,0.0016933204625073702,0.012216072981737104,0.015135400928556919,0.0,0.009666816757397943,0.012216072734441127,0.012216072981737104,0.0016933204625073702,HOLD,LOW,HIGH,Volatile,0.07191551646221553,68.36570957907365,0,0,2,ARIMA
