Date,PortfolioValue,StrategyReturn
2022-10-28,100000.0,1.0
2022-10-31,100813.63274524893,1.0081363274524893
2022-11-01,101944.50411365714,1.0194450411365714
2022-11-02,102280.72283313956,1.0228072283313956
2022-11-03,101499.6303897105,1.014996303897105
2022-11-04,101499.6303897105,1.014996303897105
2022-11-07,101499.6303897105,1.014996303897105
2022-11-08,101499.6303897105,1.014996303897105
2022-11-09,101499.6303897105,1.014996303897105
2022-11-10,101499.6303897105,1.014996303897105
2022-11-11,101499.6303897105,1.014996303897105
2022-11-14,101499.6303897105,1.014996303897105
2022-11-15,101499.6303897105,1.014996303897105
2022-11-16,101499.6303897105,1.014996303897105
2022-11-17,101499.6303897105,1.014996303897105
2022-11-18,101499.6303897105,1.014996303897105
2022-11-21,101499.6303897105,1.014996303897105
2022-11-22,101499.6303897105,1.014996303897105
2022-11-23,101499.6303897105,1.014996303897105
2022-11-25,101499.6303897105,1.014996303897105
2022-11-28,101499.6303897105,1.014996303897105
2022-11-29,101499.6303897105,1.014996303897105
2022-11-30,101499.6303897105,1.014996303897105
2022-12-01,101499.6303897105,1.014996303897105
2022-12-02,101499.6303897105,1.014996303897105
2022-12-05,101499.6303897105,1.014996303897105
2022-12-06,101499.6303897105,1.014996303897105
2022-12-07,101499.6303897105,1.014996303897105
2022-12-08,100297.96435851356,1.0029796435851357
2022-12-09,100581.453010412,1.0058145301041201
2022-12-12,101661.91490761201,1.01661914907612
2022-12-13,103135.50293273231,1.031355029327323
2022-12-14,102539.00958228996,1.0253900958228996
2022-12-15,102539.00958228996,1.0253900958228996
2022-12-16,102747.97621048553,1.0274797621048553
2022-12-19,102264.60401810272,1.0226460401810271
2022-12-20,102231.27607620819,1.0223127607620819
2022-12-21,103806.39495508124,1.0380639495508124
2022-12-22,102828.38494647662,1.0282838494647661
2022-12-23,102828.38494647662,1.0282838494647661
2022-12-27,102828.38494647662,1.0282838494647661
2022-12-28,102828.38494647662,1.0282838494647661
2022-12-29,102828.38494647662,1.0282838494647661
2022-12-30,102828.38494647662,1.0282838494647661
2023-01-03,102828.38494647662,1.0282838494647661
2023-01-04,102828.38494647662,1.0282838494647661
2023-01-05,102828.38494647662,1.0282838494647661
2023-01-06,102828.38494647662,1.0282838494647661
2023-01-09,102828.38494647662,1.0282838494647661
2023-01-10,102828.38494647662,1.0282838494647661
2023-01-11,102828.38494647662,1.0282838494647661
2023-01-12,102828.38494647662,1.0282838494647661
2023-01-13,102828.38494647662,1.0282838494647661
2023-01-17,102828.38494647662,1.0282838494647661
2023-01-18,102897.3268125648,1.028973268125648
2023-01-19,103360.02554303355,1.0336002554303356
2023-01-20,100876.48184186168,1.0087648184186169
2023-01-23,102911.28311139293,1.0291128311139293
2023-01-24,102685.4801328773,1.026854801328773
2023-01-25,103047.84707623668,1.0304784707623669
2023-01-26,104536.32022076793,1.0453632022076793
2023-01-27,104182.3180235023,1.041823180235023
2023-01-30,105230.36830629606,1.0523036830629606
2023-01-31,107557.8453672523,1.075578453672523
2023-02-01,107529.96890240855,1.0752996890240856
2023-02-02,108578.04629498668,1.0857804629498669
2023-02-03,108711.8190000648,1.0871181900006481
2023-02-06,108948.7418516273,1.089487418516273
2023-02-07,109952.21328717418,1.0995221328717417
2023-02-08,110147.33047467418,1.1014733047467418
2023-02-09,108165.4908750648,1.081654908750648
2023-02-10,107736.1533880181,1.077361533880181
2023-02-13,107736.1533880181,1.077361533880181
2023-02-14,107736.1533880181,1.077361533880181
2023-02-15,107736.1533880181,1.077361533880181
2023-02-16,107736.1533880181,1.077361533880181
2023-02-17,107736.1533880181,1.077361533880181
2023-02-21,107736.1533880181,1.077361533880181
2023-02-22,107736.1533880181,1.077361533880181
2023-02-23,107736.1533880181,1.077361533880181
2023-02-24,107736.1533880181,1.077361533880181
2023-02-27,107736.1533880181,1.077361533880181
2023-02-28,107736.1533880181,1.077361533880181
2023-03-01,107736.1533880181,1.077361533880181
2023-03-02,107736.1533880181,1.077361533880181
2023-03-03,107736.1533880181,1.077361533880181
2023-03-06,107736.1533880181,1.077361533880181
2023-03-07,107736.1533880181,1.077361533880181
2023-03-08,107736.1533880181,1.077361533880181
2023-03-09,107736.1533880181,1.077361533880181
2023-03-10,107736.1533880181,1.077361533880181
2023-03-13,107736.1533880181,1.077361533880181
2023-03-14,106728.25763251647,1.0672825763251648
2023-03-15,103497.60589911803,1.0349760589911803
2023-03-16,104438.2624436063,1.044382624436063
2023-03-17,100691.88666083678,1.006918866608368
2023-03-20,102634.80945136413,1.0263480945136412
2023-03-21,105148.61590888366,1.0514861590888365
2023-03-22,103977.6875641571,1.0397768756415708
2023-03-23,104360.4336579071,1.043604336579071
2023-03-24,103620.87744452819,1.036208774445282
